id,name,numericId,value,timestamp,quantity
909,Simulation Examples._System._EnableDiagnostics,0,1,06:36.9,192
910,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:36.9,192
911,Simulation Examples.Functions._System._DeviceId,0,4,06:37.4,192
912,Simulation Examples._Statistics._TxBytes,0,0,06:37.4,192
913,opc_ua_test._Statistics._SuccessfulReads,0,0,06:37.4,192
914,Simulation Examples._System._EnableDiagnostics,0,1,06:37.4,192
915,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:37.4,192
916,Simulation Examples.Functions._System._DeviceId,0,4,06:37.9,192
917,Simulation Examples._Statistics._TxBytes,0,0,06:37.9,192
918,opc_ua_test._Statistics._SuccessfulReads,0,0,06:37.9,192
919,Simulation Examples._System._EnableDiagnostics,0,1,06:37.9,192
920,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:37.9,192
921,Simulation Examples.Functions._System._DeviceId,0,4,06:38.4,192
922,Simulation Examples._Statistics._TxBytes,0,0,06:38.4,192
923,opc_ua_test._Statistics._SuccessfulReads,0,0,06:38.4,192
924,Simulation Examples._System._EnableDiagnostics,0,1,06:38.4,192
925,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:38.4,192
926,Simulation Examples.Functions._System._DeviceId,0,4,06:38.9,192
927,Simulation Examples._Statistics._TxBytes,0,0,06:38.9,192
928,opc_ua_test._Statistics._SuccessfulReads,0,0,06:38.9,192
929,Simulation Examples._System._EnableDiagnostics,0,1,06:38.9,192
930,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:38.9,192
931,Simulation Examples.Functions._System._DeviceId,0,4,06:39.4,192
932,Simulation Examples._Statistics._TxBytes,0,0,06:39.4,192
933,opc_ua_test._Statistics._SuccessfulReads,0,0,06:39.4,192
934,Simulation Examples._System._EnableDiagnostics,0,1,06:39.4,192
935,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:39.4,192
936,Simulation Examples.Functions._System._DeviceId,0,4,06:39.9,192
937,Simulation Examples._Statistics._TxBytes,0,0,06:39.9,192
938,opc_ua_test._Statistics._SuccessfulReads,0,0,06:39.9,192
939,Simulation Examples._System._EnableDiagnostics,0,1,06:39.9,192
940,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:39.9,192
941,Simulation Examples.Functions._System._DeviceId,0,4,06:40.4,192
942,Simulation Examples._Statistics._TxBytes,0,0,06:40.4,192
943,opc_ua_test._Statistics._SuccessfulReads,0,0,06:40.4,192
944,Simulation Examples._System._EnableDiagnostics,0,1,06:40.4,192
945,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:40.4,192
946,Simulation Examples.Functions._System._DeviceId,0,4,06:40.9,192
947,Simulation Examples._Statistics._TxBytes,0,0,06:40.9,192
948,opc_ua_test._Statistics._SuccessfulReads,0,0,06:40.9,192
949,Simulation Examples._System._EnableDiagnostics,0,1,06:40.9,192
950,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:40.9,192
951,Simulation Examples.Functions._System._DeviceId,0,4,06:41.4,192
952,Simulation Examples._Statistics._TxBytes,0,0,06:41.4,192
953,opc_ua_test._Statistics._SuccessfulReads,0,0,06:41.4,192
954,Simulation Examples._System._EnableDiagnostics,0,1,06:41.4,192
955,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:41.4,192
956,Simulation Examples.Functions._System._DeviceId,0,4,06:41.9,192
957,Simulation Examples._Statistics._TxBytes,0,0,06:41.9,192
958,opc_ua_test._Statistics._SuccessfulReads,0,0,06:41.9,192
959,Simulation Examples._System._EnableDiagnostics,0,1,06:41.9,192
960,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:41.9,192
961,Simulation Examples.Functions._System._DeviceId,0,4,06:42.4,192
962,Simulation Examples._Statistics._TxBytes,0,0,06:42.4,192
963,opc_ua_test._Statistics._SuccessfulReads,0,0,06:42.4,192
964,Simulation Examples._System._EnableDiagnostics,0,1,06:42.4,192
965,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:42.4,192
966,Simulation Examples.Functions._System._DeviceId,0,4,06:42.9,192
967,Simulation Examples._Statistics._TxBytes,0,0,06:42.9,192
968,opc_ua_test._Statistics._SuccessfulReads,0,0,06:42.9,192
969,Simulation Examples._System._EnableDiagnostics,0,1,06:42.9,192
970,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:42.9,192
971,Simulation Examples.Functions._System._DeviceId,0,4,06:43.4,192
972,Simulation Examples._Statistics._TxBytes,0,0,06:43.4,192
973,opc_ua_test._Statistics._SuccessfulReads,0,0,06:43.4,192
974,Simulation Examples._System._EnableDiagnostics,0,1,06:43.4,192
975,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:43.4,192
976,Simulation Examples.Functions._System._DeviceId,0,4,06:43.9,192
977,Simulation Examples._Statistics._TxBytes,0,0,06:43.9,192
978,opc_ua_test._Statistics._SuccessfulReads,0,0,06:43.9,192
979,Simulation Examples._System._EnableDiagnostics,0,1,06:43.9,192
980,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:43.9,192
981,Simulation Examples.Functions._System._DeviceId,0,4,06:44.4,192
982,Simulation Examples._Statistics._TxBytes,0,0,06:44.4,192
983,opc_ua_test._Statistics._SuccessfulReads,0,0,06:44.4,192
984,Simulation Examples._System._EnableDiagnostics,0,1,06:44.4,192
985,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:44.4,192
986,Simulation Examples.Functions._System._DeviceId,0,4,06:44.9,192
987,Simulation Examples._Statistics._TxBytes,0,0,06:44.9,192
988,opc_ua_test._Statistics._SuccessfulReads,0,0,06:44.9,192
989,Simulation Examples._System._EnableDiagnostics,0,1,06:44.9,192
990,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:44.9,192
991,Simulation Examples.Functions._System._DeviceId,0,4,06:45.4,192
992,Simulation Examples._Statistics._TxBytes,0,0,06:45.4,192
993,opc_ua_test._Statistics._SuccessfulReads,0,0,06:45.4,192
994,Simulation Examples._System._EnableDiagnostics,0,1,06:45.4,192
995,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:45.4,192
996,Simulation Examples.Functions._System._DeviceId,0,4,06:46.0,192
997,Simulation Examples._Statistics._TxBytes,0,0,06:46.0,192
998,opc_ua_test._Statistics._SuccessfulReads,0,0,06:46.0,192
999,Simulation Examples._System._EnableDiagnostics,0,1,06:46.0,192
1000,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:46.0,192
1001,Simulation Examples.Functions._System._DeviceId,0,4,06:46.5,192
1002,Simulation Examples._Statistics._TxBytes,0,0,06:46.5,192
1003,opc_ua_test._Statistics._SuccessfulReads,0,0,06:46.5,192
1004,Simulation Examples._System._EnableDiagnostics,0,1,06:46.5,192
1005,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:46.5,192
1006,Simulation Examples.Functions._System._DeviceId,0,4,06:47.0,192
1007,Simulation Examples._Statistics._TxBytes,0,0,06:47.0,192
1008,opc_ua_test._Statistics._SuccessfulReads,0,0,06:47.0,192
1009,Simulation Examples._System._EnableDiagnostics,0,1,06:47.0,192
1010,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:47.0,192
1011,Simulation Examples.Functions._System._DeviceId,0,4,06:47.5,192
1012,Simulation Examples._Statistics._TxBytes,0,0,06:47.5,192
1013,opc_ua_test._Statistics._SuccessfulReads,0,0,06:47.5,192
1014,Simulation Examples._System._EnableDiagnostics,0,1,06:47.5,192
1015,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:47.5,192
1016,Simulation Examples.Functions._System._DeviceId,0,4,06:48.0,192
1017,Simulation Examples._Statistics._TxBytes,0,0,06:48.0,192
1018,opc_ua_test._Statistics._SuccessfulReads,0,0,06:48.0,192
1019,Simulation Examples._System._EnableDiagnostics,0,1,06:48.0,192
1020,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:48.0,192
1021,Simulation Examples.Functions._System._DeviceId,0,4,06:48.5,192
1022,Simulation Examples._Statistics._TxBytes,0,0,06:48.5,192
1023,opc_ua_test._Statistics._SuccessfulReads,0,0,06:48.5,192
1024,Simulation Examples._System._EnableDiagnostics,0,1,06:48.5,192
1025,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:48.5,192
1026,Simulation Examples.Functions._System._DeviceId,0,4,06:49.0,192
1027,Simulation Examples._Statistics._TxBytes,0,0,06:49.0,192
1028,opc_ua_test._Statistics._SuccessfulReads,0,0,06:49.0,192
1029,Simulation Examples._System._EnableDiagnostics,0,1,06:49.0,192
1030,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:49.0,192
1031,Simulation Examples.Functions._System._DeviceId,0,4,06:49.5,192
1032,Simulation Examples._Statistics._TxBytes,0,0,06:49.5,192
1033,opc_ua_test._Statistics._SuccessfulReads,0,0,06:49.5,192
1034,Simulation Examples._System._EnableDiagnostics,0,1,06:49.5,192
1035,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:49.5,192
1036,Simulation Examples.Functions._System._DeviceId,0,4,06:50.0,192
1037,Simulation Examples._Statistics._TxBytes,0,0,06:50.0,192
1038,opc_ua_test._Statistics._SuccessfulReads,0,0,06:50.0,192
1039,Simulation Examples._System._EnableDiagnostics,0,1,06:50.0,192
1040,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:50.0,192
1041,Simulation Examples.Functions._System._DeviceId,0,4,06:50.5,192
1042,Simulation Examples._Statistics._TxBytes,0,0,06:50.5,192
1043,opc_ua_test._Statistics._SuccessfulReads,0,0,06:50.5,192
1044,Simulation Examples._System._EnableDiagnostics,0,1,06:50.5,192
1045,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:50.5,192
1046,Simulation Examples.Functions._System._DeviceId,0,4,06:51.0,192
1047,Simulation Examples._Statistics._TxBytes,0,0,06:51.0,192
1048,opc_ua_test._Statistics._SuccessfulReads,0,0,06:51.0,192
1049,Simulation Examples._System._EnableDiagnostics,0,1,06:51.0,192
1050,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:51.0,192
1051,Simulation Examples.Functions._System._DeviceId,0,4,06:51.5,192
1052,Simulation Examples._Statistics._TxBytes,0,0,06:51.5,192
1053,opc_ua_test._Statistics._SuccessfulReads,0,0,06:51.5,192
1054,Simulation Examples._System._EnableDiagnostics,0,1,06:51.5,192
1055,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:51.5,192
1056,Simulation Examples.Functions._System._DeviceId,0,4,06:52.0,192
1057,Simulation Examples._Statistics._TxBytes,0,0,06:52.0,192
1058,opc_ua_test._Statistics._SuccessfulReads,0,0,06:52.0,192
1059,Simulation Examples._System._EnableDiagnostics,0,1,06:52.0,192
1060,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:52.0,192
1061,Simulation Examples.Functions._System._DeviceId,0,4,06:52.5,192
1062,Simulation Examples._Statistics._TxBytes,0,0,06:52.5,192
1063,opc_ua_test._Statistics._SuccessfulReads,0,0,06:52.5,192
1064,Simulation Examples._System._EnableDiagnostics,0,1,06:52.5,192
1065,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:52.5,192
1066,Simulation Examples.Functions._System._DeviceId,0,4,06:53.0,192
1067,Simulation Examples._Statistics._TxBytes,0,0,06:53.0,192
1068,opc_ua_test._Statistics._SuccessfulReads,0,0,06:53.0,192
1069,Simulation Examples._System._EnableDiagnostics,0,1,06:53.0,192
1070,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:53.0,192
1071,Simulation Examples.Functions._System._DeviceId,0,4,06:53.5,192
1072,Simulation Examples._Statistics._TxBytes,0,0,06:53.5,192
1073,opc_ua_test._Statistics._SuccessfulReads,0,0,06:53.5,192
1074,Simulation Examples._System._EnableDiagnostics,0,1,06:53.5,192
1075,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:53.5,192
1076,Simulation Examples.Functions._System._DeviceId,0,4,06:54.0,192
1077,Simulation Examples._Statistics._TxBytes,0,0,06:54.0,192
1078,opc_ua_test._Statistics._SuccessfulReads,0,0,06:54.0,192
1079,Simulation Examples._System._EnableDiagnostics,0,1,06:54.0,192
1080,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:54.0,192
1081,Simulation Examples.Functions._System._DeviceId,0,4,06:54.5,192
1082,Simulation Examples._Statistics._TxBytes,0,0,06:54.5,192
1083,opc_ua_test._Statistics._SuccessfulReads,0,0,06:54.5,192
1084,Simulation Examples._System._EnableDiagnostics,0,1,06:54.5,192
1085,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:54.5,192
1086,Simulation Examples.Functions._System._DeviceId,0,4,06:55.1,192
1087,Simulation Examples._Statistics._TxBytes,0,0,06:55.1,192
1088,opc_ua_test._Statistics._SuccessfulReads,0,0,06:55.1,192
1089,Simulation Examples._System._EnableDiagnostics,0,1,06:55.1,192
1090,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:55.1,192
1091,Simulation Examples.Functions._System._DeviceId,0,4,06:55.6,192
1092,Simulation Examples._Statistics._TxBytes,0,0,06:55.6,192
1093,opc_ua_test._Statistics._SuccessfulReads,0,0,06:55.6,192
1094,Simulation Examples._System._EnableDiagnostics,0,1,06:55.6,192
1095,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:55.6,192
1096,Simulation Examples.Functions._System._DeviceId,0,4,06:56.1,192
1097,Simulation Examples._Statistics._TxBytes,0,0,06:56.1,192
1098,opc_ua_test._Statistics._SuccessfulReads,0,0,06:56.1,192
1099,Simulation Examples._System._EnableDiagnostics,0,1,06:56.1,192
1100,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:56.1,192
1101,Simulation Examples.Functions._System._DeviceId,0,4,06:56.6,192
1102,Simulation Examples._Statistics._TxBytes,0,0,06:56.6,192
1103,opc_ua_test._Statistics._SuccessfulReads,0,0,06:56.6,192
1104,Simulation Examples._System._EnableDiagnostics,0,1,06:56.6,192
1105,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:56.6,192
1106,Simulation Examples.Functions._System._DeviceId,0,4,06:57.1,192
1107,Simulation Examples._Statistics._TxBytes,0,0,06:57.1,192
1108,opc_ua_test._Statistics._SuccessfulReads,0,0,06:57.1,192
1109,Simulation Examples._System._EnableDiagnostics,0,1,06:57.1,192
1110,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:57.1,192
1111,Simulation Examples.Functions._System._DeviceId,0,4,06:57.6,192
1112,Simulation Examples._Statistics._TxBytes,0,0,06:57.6,192
1113,opc_ua_test._Statistics._SuccessfulReads,0,0,06:57.6,192
1114,Simulation Examples._System._EnableDiagnostics,0,1,06:57.6,192
1115,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:57.6,192
1116,Simulation Examples.Functions._System._DeviceId,0,4,06:58.1,192
1117,Simulation Examples._Statistics._TxBytes,0,0,06:58.1,192
1118,opc_ua_test._Statistics._SuccessfulReads,0,0,06:58.1,192
1119,Simulation Examples._System._EnableDiagnostics,0,1,06:58.1,192
1120,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:58.1,192
1121,Simulation Examples.Functions._System._DeviceId,0,4,06:58.6,192
1122,Simulation Examples._Statistics._TxBytes,0,0,06:58.6,192
1123,opc_ua_test._Statistics._SuccessfulReads,0,0,06:58.6,192
1124,Simulation Examples._System._EnableDiagnostics,0,1,06:58.6,192
1125,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:58.6,192
1126,Simulation Examples.Functions._System._DeviceId,0,4,06:59.1,192
1127,Simulation Examples._Statistics._TxBytes,0,0,06:59.1,192
1128,opc_ua_test._Statistics._SuccessfulReads,0,0,06:59.1,192
1129,Simulation Examples._System._EnableDiagnostics,0,1,06:59.1,192
1130,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:59.1,192
1131,Simulation Examples.Functions._System._DeviceId,0,4,06:59.6,192
1132,Simulation Examples._Statistics._TxBytes,0,0,06:59.6,192
1133,opc_ua_test._Statistics._SuccessfulReads,0,0,06:59.6,192
1134,Simulation Examples._System._EnableDiagnostics,0,1,06:59.6,192
1135,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,06:59.6,192
1136,Simulation Examples.Functions._System._DeviceId,0,4,07:00.1,192
1137,Simulation Examples._Statistics._TxBytes,0,0,07:00.1,192
1138,opc_ua_test._Statistics._SuccessfulReads,0,0,07:00.1,192
1139,Simulation Examples._System._EnableDiagnostics,0,1,07:00.1,192
1140,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:00.1,192
1141,Simulation Examples.Functions._System._DeviceId,0,4,07:00.6,192
1142,Simulation Examples._Statistics._TxBytes,0,0,07:00.6,192
1143,opc_ua_test._Statistics._SuccessfulReads,0,0,07:00.6,192
1144,Simulation Examples._System._EnableDiagnostics,0,1,07:00.6,192
1145,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:00.6,192
1146,Simulation Examples.Functions._System._DeviceId,0,4,07:01.1,192
1147,Simulation Examples._Statistics._TxBytes,0,0,07:01.1,192
1148,opc_ua_test._Statistics._SuccessfulReads,0,0,07:01.1,192
1149,Simulation Examples._System._EnableDiagnostics,0,1,07:01.1,192
1150,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:01.1,192
1151,Simulation Examples.Functions._System._DeviceId,0,4,07:01.6,192
1152,Simulation Examples._Statistics._TxBytes,0,0,07:01.6,192
1153,opc_ua_test._Statistics._SuccessfulReads,0,0,07:01.6,192
1154,Simulation Examples._System._EnableDiagnostics,0,1,07:01.6,192
1155,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:01.6,192
1156,Simulation Examples.Functions._System._DeviceId,0,4,07:02.1,192
1157,Simulation Examples._Statistics._TxBytes,0,0,07:02.1,192
1158,opc_ua_test._Statistics._SuccessfulReads,0,0,07:02.1,192
1159,Simulation Examples._System._EnableDiagnostics,0,1,07:02.1,192
1160,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:02.1,192
1161,Simulation Examples.Functions._System._DeviceId,0,4,07:02.6,192
1162,Simulation Examples._Statistics._TxBytes,0,0,07:02.6,192
1163,opc_ua_test._Statistics._SuccessfulReads,0,0,07:02.6,192
1164,Simulation Examples._System._EnableDiagnostics,0,1,07:02.6,192
1165,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:02.6,192
1166,Simulation Examples.Functions._System._DeviceId,0,4,07:03.1,192
1167,Simulation Examples._Statistics._TxBytes,0,0,07:03.1,192
1168,opc_ua_test._Statistics._SuccessfulReads,0,0,07:03.1,192
1169,Simulation Examples._System._EnableDiagnostics,0,1,07:03.1,192
1170,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:03.1,192
1171,Simulation Examples.Functions._System._DeviceId,0,4,07:03.6,192
1172,Simulation Examples._Statistics._TxBytes,0,0,07:03.6,192
1173,opc_ua_test._Statistics._SuccessfulReads,0,0,07:03.6,192
1174,Simulation Examples._System._EnableDiagnostics,0,1,07:03.6,192
1175,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:03.6,192
1176,Simulation Examples.Functions._System._DeviceId,0,4,07:04.1,192
1177,Simulation Examples._Statistics._TxBytes,0,0,07:04.1,192
1178,opc_ua_test._Statistics._SuccessfulReads,0,0,07:04.1,192
1179,Simulation Examples._System._EnableDiagnostics,0,1,07:04.1,192
1180,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:04.1,192
1181,Simulation Examples.Functions._System._DeviceId,0,4,07:04.6,192
1182,Simulation Examples._Statistics._TxBytes,0,0,07:04.6,192
1183,opc_ua_test._Statistics._SuccessfulReads,0,0,07:04.6,192
1184,Simulation Examples._System._EnableDiagnostics,0,1,07:04.6,192
1185,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:04.6,192
1186,Simulation Examples.Functions._System._DeviceId,0,4,07:05.1,192
1187,Simulation Examples._Statistics._TxBytes,0,0,07:05.1,192
1188,opc_ua_test._Statistics._SuccessfulReads,0,0,07:05.1,192
1189,Simulation Examples._System._EnableDiagnostics,0,1,07:05.1,192
1190,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:05.1,192
1191,Simulation Examples.Functions._System._DeviceId,0,4,07:05.6,192
1192,Simulation Examples._Statistics._TxBytes,0,0,07:05.6,192
1193,opc_ua_test._Statistics._SuccessfulReads,0,0,07:05.6,192
1194,Simulation Examples._System._EnableDiagnostics,0,1,07:05.6,192
1195,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:05.6,192
1196,Simulation Examples.Functions._System._DeviceId,0,4,07:06.1,192
1197,Simulation Examples._Statistics._TxBytes,0,0,07:06.1,192
1198,opc_ua_test._Statistics._SuccessfulReads,0,0,07:06.1,192
1199,Simulation Examples._System._EnableDiagnostics,0,1,07:06.1,192
1200,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:06.1,192
1201,Simulation Examples.Functions._System._DeviceId,0,4,07:06.7,192
1202,Simulation Examples._Statistics._TxBytes,0,0,07:06.7,192
1203,opc_ua_test._Statistics._SuccessfulReads,0,0,07:06.7,192
1204,Simulation Examples._System._EnableDiagnostics,0,1,07:06.7,192
1205,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:06.7,192
1206,Simulation Examples.Functions._System._DeviceId,0,4,07:07.2,192
1207,Simulation Examples._Statistics._TxBytes,0,0,07:07.2,192
1208,opc_ua_test._Statistics._SuccessfulReads,0,0,07:07.2,192
1209,Simulation Examples._System._EnableDiagnostics,0,1,07:07.2,192
1210,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:07.2,192
1211,Simulation Examples.Functions._System._DeviceId,0,4,07:07.7,192
1212,Simulation Examples._Statistics._TxBytes,0,0,07:07.7,192
1213,opc_ua_test._Statistics._SuccessfulReads,0,0,07:07.7,192
1214,Simulation Examples._System._EnableDiagnostics,0,1,07:07.7,192
1215,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:07.7,192
1216,Simulation Examples.Functions._System._DeviceId,0,4,07:08.2,192
1217,Simulation Examples._Statistics._TxBytes,0,0,07:08.2,192
1218,opc_ua_test._Statistics._SuccessfulReads,0,0,07:08.2,192
1219,Simulation Examples._System._EnableDiagnostics,0,1,07:08.2,192
1220,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:08.2,192
1221,Simulation Examples.Functions._System._DeviceId,0,4,07:08.7,192
1222,Simulation Examples._Statistics._TxBytes,0,0,07:08.7,192
1223,opc_ua_test._Statistics._SuccessfulReads,0,0,07:08.7,192
1224,Simulation Examples._System._EnableDiagnostics,0,1,07:08.7,192
1225,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:08.7,192
1226,Simulation Examples.Functions._System._DeviceId,0,4,07:09.2,192
1227,Simulation Examples._Statistics._TxBytes,0,0,07:09.2,192
1228,opc_ua_test._Statistics._SuccessfulReads,0,0,07:09.2,192
1229,Simulation Examples._System._EnableDiagnostics,0,1,07:09.2,192
1230,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:09.2,192
1231,Simulation Examples.Functions._System._DeviceId,0,4,07:09.7,192
1232,Simulation Examples._Statistics._TxBytes,0,0,07:09.7,192
1233,opc_ua_test._Statistics._SuccessfulReads,0,0,07:09.7,192
1234,Simulation Examples._System._EnableDiagnostics,0,1,07:09.7,192
1235,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:09.7,192
1236,Simulation Examples.Functions._System._DeviceId,0,4,07:10.2,192
1237,Simulation Examples._Statistics._TxBytes,0,0,07:10.2,192
1238,opc_ua_test._Statistics._SuccessfulReads,0,0,07:10.2,192
1239,Simulation Examples._System._EnableDiagnostics,0,1,07:10.2,192
1240,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:10.2,192
1241,Simulation Examples.Functions._System._DeviceId,0,4,07:10.7,192
1242,Simulation Examples._Statistics._TxBytes,0,0,07:10.7,192
1243,opc_ua_test._Statistics._SuccessfulReads,0,0,07:10.7,192
1244,Simulation Examples._System._EnableDiagnostics,0,1,07:10.7,192
1245,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:10.7,192
1246,Simulation Examples.Functions._System._DeviceId,0,4,07:11.2,192
1247,Simulation Examples._Statistics._TxBytes,0,0,07:11.2,192
1248,opc_ua_test._Statistics._SuccessfulReads,0,0,07:11.2,192
1249,Simulation Examples._System._EnableDiagnostics,0,1,07:11.2,192
1250,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:11.2,192
1251,Simulation Examples.Functions._System._DeviceId,0,4,07:11.7,192
1252,Simulation Examples._Statistics._TxBytes,0,0,07:11.7,192
1253,opc_ua_test._Statistics._SuccessfulReads,0,0,07:11.7,192
1254,Simulation Examples._System._EnableDiagnostics,0,1,07:11.7,192
1255,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:11.7,192
1256,Simulation Examples.Functions._System._DeviceId,0,4,07:12.2,192
1257,Simulation Examples._Statistics._TxBytes,0,0,07:12.2,192
1258,opc_ua_test._Statistics._SuccessfulReads,0,0,07:12.2,192
1259,Simulation Examples._System._EnableDiagnostics,0,1,07:12.2,192
1260,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:12.2,192
1261,Simulation Examples.Functions._System._DeviceId,0,4,07:12.7,192
1262,Simulation Examples._Statistics._TxBytes,0,0,07:12.7,192
1263,opc_ua_test._Statistics._SuccessfulReads,0,0,07:12.7,192
1264,Simulation Examples._System._EnableDiagnostics,0,1,07:12.7,192
1265,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:12.7,192
1266,Simulation Examples.Functions._System._DeviceId,0,4,07:13.2,192
1267,Simulation Examples._Statistics._TxBytes,0,0,07:13.2,192
1268,opc_ua_test._Statistics._SuccessfulReads,0,0,07:13.2,192
1269,Simulation Examples._System._EnableDiagnostics,0,1,07:13.2,192
1270,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:13.2,192
1271,Simulation Examples.Functions._System._DeviceId,0,4,07:13.7,192
1272,Simulation Examples._Statistics._TxBytes,0,0,07:13.7,192
1273,opc_ua_test._Statistics._SuccessfulReads,0,0,07:13.7,192
1274,Simulation Examples._System._EnableDiagnostics,0,1,07:13.7,192
1275,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:13.7,192
1276,Simulation Examples.Functions._System._DeviceId,0,4,07:14.2,192
1277,Simulation Examples._Statistics._TxBytes,0,0,07:14.2,192
1278,opc_ua_test._Statistics._SuccessfulReads,0,0,07:14.2,192
1279,Simulation Examples._System._EnableDiagnostics,0,1,07:14.2,192
1280,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:14.2,192
1281,Simulation Examples.Functions._System._DeviceId,0,4,07:14.7,192
1282,Simulation Examples._Statistics._TxBytes,0,0,07:14.7,192
1283,opc_ua_test._Statistics._SuccessfulReads,0,0,07:14.7,192
1284,Simulation Examples._System._EnableDiagnostics,0,1,07:14.7,192
1285,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:14.7,192
1286,Simulation Examples.Functions._System._DeviceId,0,4,07:15.2,192
1287,Simulation Examples._Statistics._TxBytes,0,0,07:15.2,192
1288,opc_ua_test._Statistics._SuccessfulReads,0,0,07:15.2,192
1289,Simulation Examples._System._EnableDiagnostics,0,1,07:15.2,192
1290,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:15.2,192
1291,Simulation Examples.Functions._System._DeviceId,0,4,07:15.7,192
1292,Simulation Examples._Statistics._TxBytes,0,0,07:15.7,192
1293,opc_ua_test._Statistics._SuccessfulReads,0,0,07:15.7,192
1294,Simulation Examples._System._EnableDiagnostics,0,1,07:15.7,192
1295,Simulation Examples._System._FloatHandlingType,0,Replaced with zero,07:15.7,192
1296,Simulation Examples.Functions._System._DeviceId,0,4,07:16.2,192
